FormID: 0100683B	NVDLC02ZionCanyon	WRLD	 	Zion Canyon
FormID: 0100AE9F	NVDLC02ZionMap	MISC	 	Zion Canyon Map
FormID: 0100AECC	NVDLC02DeadHorseCMF3M	NPC_	 	Dead Horse Disciple of Canaan
FormID: 0100AECD	NVDLC02DeadHorseCM3M	NPC_	 	Dead Horse Stalker
FormID: 0100B1CC	NVDLC02ExplosivesCrateHIGHLocked	CONT	 	Explosives Crate
FormID: 0100B246	GlassChimeCaveMapMarker	MAPM	 	Glass Chime Cave
FormID: 0100B256	NVDLC02DeadHorseNarrowsDayShift	NPC_	 	Dead Horse Tribal
FormID: 0100B279	NVDLC02TestNPCs	CELL	 	Test Cell For NPCs
FormID: 0100B2F3	NVDLC02HomeOnTheRange	PERK	 	Home on the Range
FormID: 0100B2F4	NVDLC02EyeForEye	PERK	 	Eye For Eye
FormID: 0100B2F5	NVDLC02WayOfTheCanaanite	PERK	 	Way of the Canaanite
FormID: 0100B2F6	NVDLC02WellStackedCairns	PERK	 	Well-Stacked Cairns
FormID: 0100B2F7	NVDLC02QuietAsTheWaters	PERK	 	Quiet as the Waters
FormID: 0100B2F9	NVDLC02ChallengeSurvivalistsBounty	CHAL	 	Survivalist's Bounty
FormID: 0100B2FA	NVDLC02AchievementRememberedZion	CHAL	 	When We Remembered Zion
FormID: 0100B2FB	NVDLC02AchievementRestoreOurFortunes	CHAL	 	Restore Our Fortunes
FormID: 0100B2FC	NVDLC02AchievementInAForeignLand	CHAL	 	In a Foreign Land
FormID: 0100B2FD	NVDLC02AchievementODaughterOfBabylon	CHAL	 	O Daughter of Babylon
FormID: 0100B2FE	NVDLC02AchievementHandForgetItsSkill	CHAL	 	May my Hand Forget its Skill
FormID: 0100B2FF	NVDLC02QuietWatersPerkEffect	SPEL	 	Quiet as the Waters Perk Effect
FormID: 0100B353	NVDLC02MQ03BearTrap	ACTI	 	Bear Trap
FormID: 0100B390	NVDLC02ChallengeYaoGuaiHunter	CHAL	 	Yao Guai Hunter
FormID: 0100B3CE	AngelCaveMapMarkerREF	MAPM	 	Angel Cave
FormID: 0100B3CF	EasternVirginMarker	MAPM	 	Eastern Virgin
FormID: 0100B3D8	NVDLC02MarysFollowTriggerEnd	ACTI	 	Marys Follow Trigger 2
FormID: 0100B3D9	NVDLC02MarysFollowTrigger	ACTI	 	Marys Follow Trigger
FormID: 0100B3DA	NVDLC02DeadhorseAAMF3MFollower	NPC_	 	Dead Horse Tribal
FormID: 0100B3DB	NVDLC02DeadHorseCMF3MFollower	NPC_	 	Dead Horse Disciple of Canaan
FormID: 0100B3DC	NVDLC02DeadhorseAAM3MFollower	NPC_	 	Dead Horse Disciple of Canaan
FormID: 0100B42C	NVDLC02CrMantisFaction	FACT	 	Giant Mantis Faction
FormID: 0100B42D	NVDLC02CrGeckoFaction	FACT	 	Gecko Faction
FormID: 0100B42E	NVDLC02PlayerFaction	FACT	 	NVDLC02 Player Faction
FormID: 0100B435	NVDLC02Saltwounds	ARMO	 	Salt-Upon-Wounds' Helmet
FormID: 0100B44B	NVDLC02CrAntFaction	FACT	 	Ants
FormID: 0100B44C	NVDLC02CrDogFaction	FACT	 	Dogs
FormID: 0100B44D	NVDLC02CrMoleRatFaction	FACT	 	Mole rats
FormID: 0100B44E	NVDLC02CrRadscorpionFaction	FACT	 	Radscorpions
FormID: 0100B44F	NVDLC02CrRavenFaction	FACT	 	Raven Faction
FormID: 0100B450	NVDLC02CrSporeFaction	FACT	 	Spore Plant Faction
FormID: 0100B451	NVDLC02CrBigHornerFaction	FACT	 	Big Horner Faction
FormID: 0100B452	NVDLC02CrCazadorFaction	FACT	 	Cazador Faction
FormID: 0100B453	NVDLC02CrCoyoteFaction	FACT	 	Coyote Faction
FormID: 0100B454	NVDLC02CrGiantRadscorpionFaction	FACT	 	Giant Radscorpion Faction
FormID: 0100B455	NVDLC02CrGiantRatFaction	FACT	 	Giant Rat Faction
FormID: 0100B456	NVDLC02CrVoidCritterFaction	FACT	 	Faction for Void Creatures Used in Chanced Spawns
FormID: 0100B457	NVDLC02CrYaoGuaiFaction	FACT	 	Yao Guai
FormID: 0100B458	NVDLC02CrGreenGeckoFaction	FACT	 	Gecko Faction
FormID: 0100B459	NVDLC02CrBloatflyFaction	FACT	 	Bloatfly Faction
FormID: 0100B4AC	NVDLC02DuffleBagFORCHALLENGE	CONT	 	Survival Cache
FormID: 0100B4CB	NVDLC02MQ05FadeTrigger	ACTI	 	Gas Valve
FormID: 0100B4CC	NVDLC02SorrowMQ05b	NPC_	 	Sorrows Tribal
FormID: 0100B4CF	NVDLC02SorrowMQ05c	NPC_	 	Sorrows Tribal
FormID: 0100B4D0	NVDLC02MQ05bDancingFlame	NPC_	 	Dancing Flame
FormID: 0100B4D1	NVDLC02MQ05c	QUST	 	Optional: Retake the Bridge
FormID: 0100B4D2	NVDLC02MQ05b	QUST	 	Optional: Sanctity of the Dead
FormID: 0100B4D3	NVDLC02MQ05a	QUST	 	Optional: Prisoners of War
FormID: 0100B5EA	NVDLC02FollowsChalkTest	NPC_	 	Follows-Chalk
FormID: 0100B624	NVDLC02CrTier3YaoGuaiSmall	CREA	 	Yao Guai Cub
FormID: 0100B652	NVDLC02MQ05cDisableTrigger	ACTI	 	Gas Valve
FormID: 0100B656	NVDLC02MQ05bDisableTrigger	ACTI	 	Gas Valve
FormID: 0100B65C	NVDLC02MQ05aDisableTrigger	ACTI	 	Gas Valve
FormID: 0100B666	NVDLC02MQ05CodeHolder	ACTI	 	MQ03 Objective Controller
FormID: 0100B6A2	NVDLC02PineCreekEscape01	ACTI	 	1st trigger
FormID: 0100B6A3	NVDLC02SorrowPineCreek	NPC_	 	Sorrows Tribal
FormID: 0100B6A4	NVDLC02SorrowDEAD	NPC_	 	Dead Sorrows Tribal
FormID: 0100B753	NVDLC02PineCreekEscape02	ACTI	 	2nd trigger
FormID: 0100B755	NVDLC02ZionYaoGuaiCave	CELL	 	Yao Guai Cave
FormID: 0100B7A3	NVDLC02EVSurvivalistTerminal	TERM	 	Terminal
FormID: 0100B7A5	NVDLC02DeadhorseEVGuard01	NPC_	 	Dead Horse Warrior
FormID: 0100B7A6	NVDLC02DeadHorseEVGuard02	NPC_	 	Dead Horse Warrior
FormID: 0100B7A7	NVDLC02DeadhorseEV01	NPC_	 	Dead Horse Warrior
FormID: 0100B7A8	NVDLC02DeadhorseEV02	NPC_	 	Dead Horse Warrior
FormID: 0100B7A9	NVDLC02DeadHorseEV03	NPC_	 	Dead Horse Stalker
FormID: 0100B7AA	NVDLC02DeadHorseEV04	NPC_	 	Dead Horse Stalker
FormID: 0100BB45	NVDLC02NarrowsEnableTrigger02	ACTI	 	Enable Geckos above Sorrows Pond
FormID: 0100BB46	NVDLC02NarrowsEnableTrigger01	ACTI	 	Enable Geckos above Dead Hose Camp
FormID: 0100BB93	NVDLC02ZionSCaveW	CELL	 	Morning Glory Cave
FormID: 0100BB94	NVDLC02ZionSCaveS	CELL	 	Two Skies Cave
FormID: 0100BCB2	NVDLC02MapEasternVirgin	REGN	 	Eastern Virgin
FormID: 0100BCB4	NVDLC02WeapFireBomb	WEAP	 	Fire Bomb
FormID: 0100BCB5	NVDLC02WeapWarClub	WEAP	 	War Club
FormID: 0100BCB6	NVDLC02WeapTomahawk	WEAP	 	Tomahawk
FormID: 0100BCB7	NVDLC02WeapYaoGuaiGauntlet	WEAP	 	Yao Guai Gauntlet
FormID: 0100BCB8	NVDLC02WeapYaoGuaiGauntletUnique	WEAP	 	She's Embrace
FormID: 0100BCB9	NVDLC02TheNarrowsRegion	REGN	 	The Narrows
FormID: 0100BF1C	NVDLC02ZionSporeCave	CELL	 	Cueva Guarache
FormID: 0100BF33	 	MAPM	 	Survivalist's Cache
FormID: 0100BF34	CuevadelaRamaNegraMarker	MAPM	 	Stalkers' Camp
FormID: 0100BF35	TwoSkiesCaveMarker	MAPM	 	Two Skies Cave
FormID: 0100BF36	 	MAPM	 	Yao Guai Cave
FormID: 0100BF37	MorningGloryMapMarker	MAPM	 	Morning Glory Cave
FormID: 0100BF38	CuevaGuaracheMarker	MAPM	 	Cueva Guarache
FormID: 0100C626	NVDLC02WeapComplianceRegulator	WEAP	 	Compliance Regulator
FormID: 0100C7C0	NVDLC02MQ03a	QUST	 	The Advance Scouts
FormID: 0100C7C1	NVDLC02MQ03b	QUST	 	The Treacherous Road
FormID: 0100C7C2	NVDLC02MQ03c	QUST	 	River Monsters
FormID: 0100C7C3	NVDLC02C4Marker	ACTI	 	Explosives Marker
FormID: 0100C7D1	NVDLC02MQ03cCaveTrigger	ACTI	 	Gas Valve
FormID: 0100C7D3	NVDLC02MQ03cDetonationTrigger	ACTI	 	Gas Valve
FormID: 0100C7D6	NVDLC02MQ03cExplosion	EXPL	 	Cave Explosion
FormID: 0100C7E6	AerieCaveMarker	MAPM	 	Aerie Survivalist Cache
FormID: 0100C975	AntBurrowMarker	MAPM	 	Ant Burrow
FormID: 0100C977	NVDLC02MapTheThreeMarysRegion	REGN	 	The Three Marys
FormID: 0100C980	NVDLC02LodgeCabinet	CONT	 	Cabinet
FormID: 0100C981	NVDLC02LodgeCabinetKey	KEYM	 	Fishing Lodge Cabinet Key
FormID: 0100C988	NVDLC02RecipeCompass	RCPE	 	Compass
FormID: 0100CA4B	NVDLC02Massacre01bTrigger	ACTI	 	Massacre01 Trigger
FormID: 0100CA52	NVDLC02MQ02RepairMessage	MESG	 	How to Fix Stuff
FormID: 0100CC05	ModNVDLC02WarClubCasing	IMOD	 	War Club Casings
FormID: 0100CC06	ModNVDLC02WarClubHonors	IMOD	 	War Club Honors
FormID: 0100CC5A	NVDLC02MQ04Timer	QUST	 	Timer for NVDLC02MQ04
FormID: 0100CC78	NVDLC02CaveSurvDoor01	DOOR	 	Door
FormID: 0100CC84	NVDLC02BearTrap	ACTI	 	Bear Trap
FormID: 0100CCB3	NVDLC02DuffleBagMEDSCaveWKey	CONT	 	Duffle Bag
FormID: 0100CCBA	NVDLC02ZionSCaveWKey	KEYM	 	Morning Glory's Cache Key
FormID: 0100CCED	NVDLC02BindWeapon	MGEF	 	Bind Weapon
FormID: 0100CCEE	NVDLC02RestoreSightAndLimbs	MGEF	 	Heal PER and Limb Damage
FormID: 0100CCEF	NVDLC02CureParalysis	MGEF	 	Cure Paralysis
FormID: 0100CCF0	NVDLC02WeapBindRitualMessage	MGEF	 	Weapon Bind Ritual Message
FormID: 0100CCF1	NVDLC02WeapBindRitualISFX	MGEF	 	Weapon Binding Ritual ISFX
FormID: 0100CCF4	NVDLC02Daturana	ALCH	 	Daturana
FormID: 0100CCF5	NVDLC02WeapBindRitual	ALCH	 	Weapon Binding Ritual
FormID: 0100CCF6	NVDLC02DaturaHide	ALCH	 	Datura Hide
FormID: 0100CCFA	NVDLC02WeapBindRitualMSG	MESG	 	        Weapon Binding Ritual         
FormID: 0100CCFB	NVDLC02RecipeWeaponBindingRitual	RCPE	 	Weapon Binding Ritual
FormID: 0100CCFC	NVDLC02RecipeDaturana	RCPE	 	Daturana
FormID: 0100CCFD	NVDLC02RecipeDaturaHide	RCPE	 	Datura Hide
FormID: 00108BED	TestMentats	CELL	 	Mentats Test Level
FormID: 0100D066	NVDLC02SuitcaseScout	CONT	 	Suitcase
FormID: 0100D103	NVDLC02ChalkHeadress	ARMO	 	Chalk's Headdress
FormID: 0100D26D	OldRockvilleBridgeMarker	MAPM	 	Old Rockville Bridge
FormID: 0100D26E	 	MAPM	 	East Fork Bridge
FormID: 0100D28D	NVDLC02ZionSCaveSElectricDoorTerminal	TERM	 	Terminal
FormID: 0100D28F	NVDLC02ZionSCaveSGenerator	ACTI	 	Electric Generator
FormID: 0100D297	NVDLC02ZionSCaveSElectricGeneratorMsg	MESG	 	Electricity Generator
FormID: 0100D298	NVDLC02ZionSCaveSElectricDoorTerminal02	TERM	 	Terminal
FormID: 0100D299	NVDLC02ZionSCaveSElectricGeneratorUMsg	MESG	 	Electricity Generator
FormID: 0100D29A	NVDLC02ZionSCaveSElectricGeneratorMWMsg	MESG	 	Electricity Generator
FormID: 0100D29B	NVDLC02ElectricGeneratorExplosion	EXPL	 	Generator Explosion
FormID: 0100D326	NVDLC02ZionSCaveSLogTerminal01	TERM	 	Terminal
FormID: 0100D32E	NVDLC02ZionSCaveSElectricWire	ACTI	 	Electric Generator Wiring
FormID: 0100D331	NVDLC02ZionSCaveSElectricSwitchMsg	MESG	 	Electricity Generator Wiring
FormID: 0100D332	NVDLC02ZionSCaveSElectricSwitchRMsg	MESG	 	Electricity Generator Wiring
FormID: 0100D4C0	NVDLC02ZionSCaveNLogTerminal01	TERM	 	Terminal
FormID: 0100D4C1	NVDLC02ZionSCaveWLogTerminal01	TERM	 	Terminal
FormID: 0100D4C8	 	MAPM	 	Red Rapids Docks
FormID: 0100D4C9	TheBendBridgeMarker	MAPM	 	The Bend Bridge
FormID: 0100D4CA	 	MAPM	 	Wind Wall Docks
FormID: 0100D4CB	 	MAPM	 	Clear Water Docks
FormID: 0100D4CC	ZionGeneralStoreMarker	MAPM	 	General Store
FormID: 0100D4CD	EastForkBridgeMarker	MAPM	 	North Fork Bridge
FormID: 0100D4CE	 	MAPM	 	Sun Sentinels
FormID: 0100D4CF	 	MAPM	 	The Aerie
FormID: 0100D50A	 	MAPM	 	Burial Mounds
FormID: 0100D663	NVDLC02CrGreenGecko	CREA	 	Green Gecko
FormID: 0100D665	ARMANVDLC02YaoGuaiGuantlet	ARMA	 	ARMANVDLC02YaoGuaiGuantlet
FormID: 0100D675	CaterpillarsMoundMarker	MAPM	 	Caterpillar's Mound
FormID: 0100D684	PerkWellStackedCairns	SPEL	 	Companion Perk
FormID: 0100D696	NVDLC02GrandStaircaseMap	MISC	 	Grand Staircase Map Holotape
FormID: 0100D699	NVDLC02JedDeathMessage	MESG	 	Jed's Dead, Baby!
FormID: 0100D925	NVDLC02Survivalist2077Note01	NOTE	 	Year: 2077
FormID: 0100D926	NVDLC02Survivalist2078Note01	NOTE	 	Year: 2078
FormID: 0100D927	NVDLC02Survivalist2083Note01	NOTE	 	Year: 2083
FormID: 0100D928	NVDLC02Survivalist2084Note01	NOTE	 	Year: 2084
FormID: 0100D929	NVDLC02Survivalist2095Note01	NOTE	 	Year: 2095
FormID: 0100D92A	NVDLC02Survivalist2096Note01	NOTE	 	Year: 2096
FormID: 0100D92B	NVDLC02Survivalist2096Note02	NOTE	 	Year: 2096 (II)
FormID: 0100D92C	NVDLC02Survivalist2097Note01	NOTE	 	Year: 2097
FormID: 0100D92D	NVDLC02Survivalist2100Note01	NOTE	 	Year: 2100
FormID: 0100D92E	NVDLC02Survivalist2101Note01	NOTE	 	Year: 2101
FormID: 0100D92F	NVDLC02Survivalist2108Note01	NOTE	 	Year: 2108
FormID: 0100D930	NVDLC02Survivalist2113Note01	NOTE	 	Year: 2113
FormID: 0100D931	NVDLC02Survivalist2123Note01	NOTE	 	Year: 2123
FormID: 0100D932	NVDLC02Survivalist2124Note01	NOTE	 	Year: 2124
FormID: 0100DA3F	NVDLC02DeadHorseStalker	ARMO	 	Dead Horses Stalker Armor
FormID: 0100DA46	NVDLC02Sorrow3MDead	NPC_	 	Sorrows Tribal
FormID: 0100DA47	NVDLC02DeadHorse3MDEAD	NPC_	 	Dead Horse Tribal
FormID: 0100DAAF	NVDLC02WakingCloudAggroMessage	MESG	 	Waking Cloud Smash!
FormID: 0100DB1B	NVDLC02ClayPot02Empty	CONT	 	Clay Pot
FormID: 0100DB1C	NVDLC02ClayPot01Empty	CONT	 	Clay Pot
FormID: 0100DD6B	 	MAPM	 	The Spine
FormID: 0100DD6C	NVDLC02CrTier5GreenGeckoLarge	CREA	 	Giant Green Gecko
FormID: 0100DD6D	NVDLC02CrTier5SporeCarrierFD4	CREA	 	Spore Carrier Beast
FormID: 0100DD6E	NVDLC02CrTier5YaoGuaiLarge	CREA	 	Giant Yao Guai
FormID: 0100DD6F	NVDLC02CrTier5CazadorLarge	CREA	 	Giant Cazador
FormID: 0100DD70	NVDLC02GreenGeckoPoison	SPEL	 	Green Gecko Poison
FormID: 0100DD72	NVDLC02GreenGeckoPoisonEffect	MGEF	 	Green Gecko Poison
FormID: 0100DD73	NVDLC02FirebombProjectile	PROJ	 	Lit Firebomb
FormID: 0100DD79	NVDLC02WeapServiceRifleUnique	WEAP	 	Survivalist's Rifle
FormID: 0100DDA7	NVDLC02JoshuaVendor	CONT	 	Crate
FormID: 0100DDA8	NVDLC02VendorChestCell	CELL	 	Vendor Chest Cell
FormID: 0100DFEF	NVDLC02FloorSitCrossMarker	FURN	 	Floor Sit Crossed Legs
FormID: 0100E6E2	musSetINCDLC2	MSET	 	musSetINCHostile
FormID: 0100E6E3	NVDLC02WeapEVMockCombat	WEAP	 	War Club
FormID: 0100E6F6	NVDLC02ShamanFaction	FACT	 	Shaman Animation Faction
FormID: 0100E74B	NVDLC02RadioMessage	QUST	 	Happy Trails Radio Broadcast
FormID: 0100E862	NVDLC02Eve	QUST	 	Events Master Script
FormID: 0100E866	NVDLC02EveListCodeHolder	ACTI	 	Choose The Show
FormID: 0100E869	NVDLC02EveCodeHolder	ACTI	 	Direct The Show
FormID: 0100E886	NVDLC02DeadHorseAnimTest	NPC_	 	Dead Horse Tribal
FormID: 0100E887	NVDLC02DeadHorseAnimTestShaman	NPC_	 	Dead Horse Tribal
FormID: 0100E88C	NVDLC02Whiteleghair	ARMO	 	Whiteleghair
FormID: 0100E8E8	NVDLC02EnchClothingJoshuaGraham	ENCH	 	J. Graham's Armor
FormID: 0100E8EA	NVDLC02EnchClothingDeadHorseStalker	ENCH	 	Dead Horse Outfit
FormID: 0100E8EB	NVDLC02EnchClothingWhiteLegsOutfit	ENCH	 	White Legs Outfit
FormID: 0100E8EC	NVDLC02EnchClothingSorrowsOutfit	ENCH	 	Sorrows Outfit
FormID: 0100E8ED	NVDLC02WeapTomahawkProjectile	PROJ	 	Tomahawk Projectile
FormID: 0100E8EE	NVDLC02WeapWarClubFollowsChalk	WEAP	 	Follows-Chalk's War Club
FormID: 0100E8EF	NVDLC02Weap45AutoPistolFollowsChalk	WEAP	 	Follows-Chalk's .45 Auto Pistol
FormID: 0100E8F0	NVDLC02WeapYaoGuaiGauntletWakingCloud	WEAP	 	Waking Cloud's Yao Guai Gauntlet
FormID: 0100E8FE	NVDLC02FollowsChalkTeleportTrigger	ACTI	 	Gas Valve
FormID: 0100E926	NVDLC02FootlockerReloadingCRAFTING	CONT	 	Reloading Bench Footlocker
FormID: 0100E927	NVDLC02SackCampfireCRAFTING	CONT	 	Campfire Sack
FormID: 0100E928	NVDLC02ReinforcedBoxWorkbenchCRAFTING	CONT	 	Workbench Crate
FormID: 0100E929	NVDLC02ClayPot02FRUITGRAIN	CONT	 	Clay Pot
FormID: 0100E92A	NVDLC02ClayPot01FRUITGRAIN	CONT	 	Clay Pot
FormID: 0100E92B	NVDLC02ClayPot02INGREDIENTS	CONT	 	Clay Pot
FormID: 0100E92C	NVDLC02ClayPot02HEALING	CONT	 	Clay Pot
FormID: 0100E92D	NVDLC02ClayPot01HEALING	CONT	 	Clay Pot
FormID: 0100E92E	NVDLC02ClayPot01INGREDIENTS	CONT	 	Clay Pot
FormID: 0100E931	NVDLC02DeadHorseEV05	NPC_	 	Dead Horse Disciple of Canaan
FormID: 0100E932	NVDLC02DeadHorseEV06	NPC_	 	Dead Horse Disciple of Canaan
FormID: 0100EB78	NVDLC02WhiteLegTypeStormDrummerFem01	NPC_	 	White Legs Storm-Drummer
FormID: 0100EB79	NVDLC02WhiteLegTypePainMakerFem02	NPC_	 	White Legs Pain-Maker
FormID: 0100EB7A	NVDLC02WhiteLegTypePainMakerFem01	NPC_	 	White Legs Pain-Maker
FormID: 0100EB7B	NVDLC02WhiteLegTypeLightBringerFem02	NPC_	 	White Legs Light-Bringer
FormID: 0100EB7C	NVDLC02WhiteLegTypeLightBringerFem01	NPC_	 	White Legs Light-Bringer
FormID: 0100EB7D	NVDLC02WhiteLegTypeBoneBreakerFem02	NPC_	 	White Legs Bone-Breaker
FormID: 0100EB7E	NVDLC02WhiteLegTypePainMaker02	NPC_	 	White Legs Pain-Maker
FormID: 0100EB7F	NVDLC02WhiteLegTypePainMaker01	NPC_	 	White Legs Pain-Maker
FormID: 0100EB80	NVDLC02WhiteLegTypeLightBringer02	NPC_	 	White Legs Light-Bringer
FormID: 0100EB81	NVDLC02WhiteLegTypeLightBringer01	NPC_	 	White Legs Light-Bringer
FormID: 0100EB82	NVDLC02WhiteLegTypeBoneBreaker02	NPC_	 	White Legs Bone-Breaker
FormID: 0100EB83	NVDLC02WhiteLegTypeBoneBreaker01	NPC_	 	White Legs Bone-Breaker
FormID: 0100EBCF	NVDLC02EveSpawnSorrow	NPC_	 	Sorrows Tribal
FormID: 0100EBD0	NVDLC02EveSorrowFem05	NPC_	 	Sorrows Tribal
FormID: 0100EBD1	NVDLC02EveSorrowFem04	NPC_	 	Sorrows Tribal
FormID: 0100EBD2	NVDLC02EveSorrowFem03	NPC_	 	Sorrows Tribal
FormID: 0100EBD3	NVDLC02EveSorrowFem02	NPC_	 	Sorrows Tribal
FormID: 0100EBD4	NVDLC02EveSorrowFem01	NPC_	 	Sorrows Tribal
FormID: 0100EBD5	NVDLC02EveSorrow05	NPC_	 	Sorrows Tribal
FormID: 0100EBD6	NVDLC02EveSorrow04	NPC_	 	Sorrows Tribal
FormID: 0100EBD7	NVDLC02EveSorrow03	NPC_	 	Sorrows Tribal
FormID: 0100EBD8	NVDLC02EveSorrow02	NPC_	 	Sorrows Tribal
FormID: 0100EBD9	NVDLC02EveSorrow01	NPC_	 	Sorrows Tribal
FormID: 0100EBDA	NVDLC02DeadHorseTypeWarriorFem02	NPC_	 	Dead Horse Warrior
FormID: 0100EBDB	NVDLC02DeadHorseTypeWarriorFem01	NPC_	 	Dead Horse Warrior
FormID: 0100EBDC	NVDLC02DeadHorseTypeStalkerFem02	NPC_	 	Dead Horse Stalker
FormID: 0100EBDD	NVDLC02DeadHorseTypeStalkerFem01	NPC_	 	Dead Horse Stalker
FormID: 0100EBDE	NVDLC02DeadHorseTypeDiscipleFem02	NPC_	 	Dead Horse Disciple of Canaan
FormID: 0100EBDF	NVDLC02DeadHorseTypeWarrior02	NPC_	 	Dead Horse Warrior
FormID: 0100EBE0	NVDLC02DeadHorseTypeWarrior01	NPC_	 	Dead Horse Warrior
FormID: 0100EBE1	NVDLC02DeadHorseTypeStalker02	NPC_	 	Dead Horse Stalker
FormID: 0100EBE2	NVDLC02DeadHorseTypeStalker01	NPC_	 	Dead Horse Stalker
FormID: 0100EBE3	NVDLC02DeadHorseTypeDisciple02	NPC_	 	Dead Horse Disciple of Canaan
FormID: 0100ECBE	NVDLC02ParkRangerHat	ARMO	 	Park Ranger Hat
FormID: 0100EDF5	NVDLC02SnowGlobe	MISC	 	Snow Globe - Zion National Park
FormID: 0100EEAE	NVDLC02SorrowMarysFollower	NPC_	 	Sorrows Tribal
FormID: 0100F07B	NVDLC02GreenGeckoSpitProjectile	PROJ	 	Green Gecko Spit
FormID: 0100F07F	NVDLC02CrTier3GreenGeckoSmallRanged	CREA	 	Young Green Gecko
FormID: 0100F080	NVDLC02CrGreenGeckoRanged	CREA	 	Green Gecko
FormID: 0100F081	NVDLC02CrTier5GreenGeckoLargeRanged	CREA	 	Giant Green Gecko
FormID: 0100F082	NVDLC02CrTier4GreenGeckoMedRanged	CREA	 	Green Gecko
FormID: 0100F083	NVDLC02WhiteLegTypeStormDrummerFem	NPC_	 	White Legs Storm-Drummer
FormID: 0100F084	NVDLC02WhiteLegTypePainMakerFem	NPC_	 	White Legs Pain-Maker
FormID: 0100F085	NVDLC02WhiteLegTypeLightBringerFem	NPC_	 	White Legs Light-Bringer
FormID: 0100F086	NVDLC02WhiteLegTypeBoneBreakerFem	NPC_	 	White Legs Bone-Breaker
FormID: 0100F087	NVDLC02DeadHorseTypeWarriorFem	NPC_	 	Dead Horse Warrior
FormID: 0100F088	NVDLC02DeadHorseTypeStalkerFem	NPC_	 	Dead Horse Stalker
FormID: 0100F089	NVDLC02DeadHorseTypeDiscipleFem	NPC_	 	Dead Horse Disciple of Canaan
FormID: 0100F08A	NVDLC02DeadHorseTypeDisciple	NPC_	 	Dead Horse Disciple of Canaan
FormID: 0100F08B	NVDLC02DeadHorseTypeWarrior	NPC_	 	Dead Horse Warrior
FormID: 0100F08C	NVDLC02DeadHorseTypeStalker	NPC_	 	Dead Horse Stalker
FormID: 0100F08D	NVDLC02WhiteLegTypeStormDrummer	NPC_	 	White Legs Storm-Drummer
FormID: 0100F08E	NVDLC02WhiteLegTypePainMaker	NPC_	 	White Legs Pain-Maker
FormID: 0100F08F	NVDLC02WhiteLegTypeLightBringer	NPC_	 	White Legs Light-Bringer
FormID: 0100F090	NVDLC02WhiteLegTypeBoneBreaker	NPC_	 	White Legs Bone-Breaker
FormID: 0100F091	NVDLC02WeapGreenGeckoSpit	WEAP	 	Green Gecko Spit
FormID: 0100F093	NVDLC02Sorrow3M	NPC_	 	Sorrows Tribal
FormID: 0100F19B	NVDLC02HappyTrailsCaravanGuardAF	NPC_	 	Happy Trails Caravan Guard
FormID: 0100F19C	NVDLC02HappyTrailsCaravanGuardCM	NPC_	 	Happy Trails Caravan Guard
FormID: 0100F19D	NVDLC02Ricky	NPC_	 	Ricky
FormID: 0100F19E	NVDLC02Stella	NPC_	 	Stella
FormID: 0100F1B7	NVDLC02BoneBreakerDT	SPEL	 	Bone Breaker DT
FormID: 0100F1C9	NVDLC02WhiteLegTypeBoneBreakerFem01	NPC_	 	White Legs Bone-Breaker
FormID: 0100F1CA	NVDLC02WhiteLegTypeStormDrummer01	NPC_	 	White Legs Storm-Drummer
FormID: 0100F1CB	NVDLC02WhiteLegTypeStormDrummer02	NPC_	 	White Legs Storm-Drummer
FormID: 0100F1CC	NVDLC02WhiteLegTypeStormDrummerFem02	NPC_	 	White Legs Storm-Drummer
FormID: 0100F1CD	NVDLC02DeadHorseTypeDisciple01	NPC_	 	Dead Horse Disciple of Canaan
FormID: 0100F1CE	NVDLC02DeadHorseTypeDiscipleFem01	NPC_	 	Dead Horse Disciple of Canaan
FormID: 0100F1D8	NVDLC02WeapWarClubLvl2	WEAP	 	War Club
FormID: 0100F1D9	NVDLC02WeapWarClubLvl3	WEAP	 	War Club
FormID: 0100F1DA	NVDLC02WeapWarClubLvl4	WEAP	 	War Club
FormID: 0100F1DB	NVDLC02WeapWarClubLvl5	WEAP	 	War Club
FormID: 0100F1E1	NVDLC02WeapWarClubLvl1	WEAP	 	War Club
FormID: 0100F1E6	NVDLC02DiscipleDT	SPEL	 	Bone Breaker DT
FormID: 0100F1E7	NVDLC02WhiteLeg3WeapState01	NPC_	 	White Legs Storm-Drummer
FormID: 0100F232	NVDLC02CrWhiteLegMongrel	FACT	 	White Leg Mongrel Faction
FormID: 0100F233	NVDLC02SporeCarrierBurstMagicEffect	MGEF	 	Spore Carrier Burst Magic Effect
FormID: 0100F235	NVDLC02SporeCarrierBurstAttack	SPEL	 	Spore Carrier Burst Attack
FormID: 0100F236	NVDLC02WeapSporePlantSpitMissileLvl2	WEAP	 	Spore Spit
FormID: 0100F237	NVDLC02WeapSporePlantSpitMissile	WEAP	 	Spore Spit
FormID: 0100F238	NVDLC02CrTier3WhiteLegMongrel	CREA	 	Large White Leg Mongrel
FormID: 0100F23A	NVDLC02CrTier2WhiteLegMongrel	CREA	 	White Leg Mongrel
FormID: 0100F24A	NVDLC02DeadHorseWarriorClass	CLAS	 	Dead Horse Disciple
FormID: 0100F24B	NVDLC02DeadHorseStalkerClass	CLAS	 	Dead Horse Disciple
FormID: 0100F24C	NVDLC02DeadHorseDiscipleClass	CLAS	 	Dead Horse Disciple
