0x101134c|0x1009fef|1|0.35
0x100a4a7|0x100cb83|1|0
0x100a4a7|0x100e88c|1|0
0x100a4a6|0x100990a|1|0
0x100a4a6|0x100f1bc|1|0
0x100a4a6|0x100cb77|1|0
0x100a4a6|0x100cb7b|1|0
0x100a4a6|0x100cb7d|1|0
0x100a4a6|0x100cb80|1|0
0x100a4a6|0x100cb70|1|0
0x100a4a6|0x100cb83|1|0
0x100a4a6|0x100e88c|1|0
0x1009e7b|0xf|75|0
0x1009e7b|0xef1ce|1|0.8
0x1009e7b|0x3a8b1|1|0
0x1009e7b|0x4241|23|0
0x1009e7b|0x162959|1|0
0x1009e7b|0x1689e8|1|0
0x1009e7b|0x176339|1|0
0x1009e7b|0x16295e|1|0
0x1009e7b|0x16295c|1|0
0x1009e7b|0x17633e|1|0
0x1009e7b|0x17633c|1|0
0x1009e7b|0x1689ea|1|0
0x1009e7b|0x1689ec|1|0
0x1009e7b|0x162961|1|0
0x1009e7b|0x162960|1|0
0x1009e7b|0x11ddbc|1|0
0x10099c7|0x100f1e4|1|0
0x10099c7|0x100cb81|1|0
0x10099c7|0x100cb7f|1|0
0x10099c7|0x100cb7c|1|0
0x10099c7|0x100cb78|1|0
0x10099c7|0x1011679|1|0
0x10099c3|0x100e88c|1|0
0x10099c3|0x100cb83|1|0
0x10099c3|0x100cb70|1|0
0x10099c3|0x100cb80|1|0
0x10099c3|0x100cb7d|1|0
0x10099c3|0x100cb7b|1|0
0x10099c3|0x100cb77|1|0
0x10099c3|0x100990a|1|0
0x10096dc|0x1011675|1|0
0x10096d7|0x100e88c|1|0
0x10096d7|0x100cb83|1|0
0x10096d7|0x100cb80|1|0
0x10096d7|0x100cb7d|1|0
0x10096d7|0x100cb7b|1|0
0x10096d7|0x100cb77|1|0
0x10096d7|0x100f1b8|1|0
0x1009665|0x1009ff1|1|0.85
0x1009665|0x100e8f0|1|0
0x1009665|0x1010946|20|0
0x1009665|0x100cb6a|1|0
0x1009665|0x100cb79|1|0
0x1009665|0x100cb78|1|0
0x1009665|0x100cb6b|1|0
0x1009665|0x100cb7b|1|0
0x1009665|0x100cb6c|3|0
0x1009665|0x100cb6d|3|0
0x1009665|0x100cb80|3|0
0x10094d0|0x10116f4|1|0
0x10094d0|0x100cb81|1|0
0x10094d0|0x100cb6d|1|0
0x10094d0|0x100cb7e|1|0
0x10094d0|0x100cb7f|1|0
0x10094d0|0x100cb6c|1|0
0x10094d0|0x100cb7b|1|0
0x10094d0|0x100cb6b|1|0
0x10094d0|0x100cb7f|1|0
0x10094d0|0x100e8ee|1|0.95
0x10094d0|0x176e54|1|0
0x10094d0|0x100e8ef|1|0.95
0x10094d0|0x10116f3|1|0
0x10094d0|0x100947b|10|0
0x10094cf|0x100cb77|1|0
0x10094cf|0x100cb7c|1|0
0x10094cf|0x100cb7f|1|0
0x10094cf|0x100cb81|1|0
0x10094cf|0x100cb75|1|0
0x10094cf|0x1011675|1|0
0x10094ce|0x100cb77|1|0
0x10094ce|0x100cb7b|1|0
0x10094ce|0x100cb7d|1|0
0x10094ce|0x100cb80|1|0
0x10094ce|0x100cb70|1|0
0x10094ce|0x100cb83|1|0
0x10094ce|0x100e88c|1|0
0x10094cd|0x100e88c|1|0
0x10094cd|0x100cb83|1|0
0x10094cd|0x100cb70|1|0
0x10094cd|0x100cb80|1|0
0x10094cd|0x100cb7d|1|0
0x10094cd|0x100cb7b|1|0
0x10094cd|0x100cb77|1|0
0x10094cc|0x100da3f|1|0
0x10094cc|0x100cb74|1|0
0x10094cc|0x100cb81|1|0
0x10094cc|0x100cb7f|1|0
0x10094cc|0x100cb7c|1|0
0x10094cc|0x100cb78|1|0
0x10094cb|0x100da3f|1|0
0x10094cb|0x100cb74|1|0
0x10094cb|0x100cb81|1|0
0x10094cb|0x100cb7f|1|0
0x10094cb|0x100cb7c|1|0
0x10094cb|0x100cb78|1|0
0x10094ca|0x100cb77|1|0
0x10094ca|0x100cb7c|1|0
0x10094ca|0x100cb7f|1|0
0x10094ca|0x100cb81|1|0
0x10094ca|0x100cb75|1|0
0x10094ca|0x1011675|1|0
0x10094b9|0x100cb77|1|0
0x10094b9|0x100cb7c|1|0
0x10094b9|0x100cb7f|1|0
0x10094b9|0x100cb81|1|0
0x10094b9|0x100cb75|1|0
0x10094b9|0x1011677|1|0
0x1009488|0x100e88c|1|0
0x1009488|0x100cb83|1|0
0x1009488|0x100cb70|1|0
0x1009488|0x100cb80|1|0
0x1009488|0x100cb7d|1|0
0x1009488|0x100cb7b|1|0
0x1009488|0x100cb77|1|0
0x1009487|0x100cb77|1|0
0x1009487|0x100cb7b|1|0
0x1009487|0x100cb7d|1|0
0x1009487|0x100cb80|1|0
0x1009487|0x100cb70|1|0
0x1009487|0x100cb83|1|0
0x1009487|0x100e88c|1|0
0x1009484|0x100da3f|1|0
0x1009484|0x100cb74|1|0
0x1009484|0x100cb81|1|0
0x1009484|0x100cb7f|1|0
0x1009484|0x100cb7c|1|0
0x1009484|0x100cb78|1|0
0x1009482|0x100cb78|1|0
0x1009482|0x100cb7c|1|0
0x1009482|0x100cb7f|1|0
0x1009482|0x100cb81|1|0
0x1009482|0x100cb74|1|0
0x1009482|0x100da3f|1|0
0x1009480|0x1011675|1|0
0x1009480|0x100cb75|1|0
0x1009480|0x100cb81|1|0
0x1009480|0x100cb7f|1|0
0x1009480|0x100cb7c|1|0
0x1009480|0x100cb77|1|0
0x100947f|0x100cb77|1|0
0x100947f|0x100cb7c|1|0
0x100947f|0x100cb7f|1|0
0x100947f|0x100cb81|1|0
0x100947f|0x100cb75|1|0
0x100947f|0x1011675|1|0
0x100947d|0x100cb77|1|0
0x100947d|0x100cb7c|1|0
0x100947d|0x100cb7f|1|0
0x100947d|0x100cb81|1|0
0x100947d|0x100cb75|1|0
0x100947d|0x1011675|1|0
0x10093d9|0x100f1b8|1|0
0x10093d9|0x100cb77|1|0
0x10093d9|0x100cb7b|1|0
0x10093d9|0x100cb7d|1|0
0x10093d9|0x100cb80|1|0
0x10093d9|0x100cb83|1|0
0x10093d9|0x100e88c|1|0
0x1008a3a|0x100a38d|1|0.42
0x1008a3a|0x100cb6d|1|0
0x1008a3a|0x100cb6c|1|0
0x1008a3a|0x100cb6b|1|0
0x1008a3a|0x100cb6a|1|0
0x1008a3a|0x100ae29|1|0.31
0x1008a3a|0x100b435|1|0.33
0x1008a3a|0x14d2ac|10|0
0x1008a39|0x1010e1f|1|0.9
0x1008a39|0x100a7eb|1|0
0x1008a39|0x10108c7|1|0
0x1008a39|0x100947b|3|0
0x1008a39|0x100a82d|1|0
0x1008a39|0x100cb6a|1|0
0x1008a39|0x100cb6b|1|0
0x1008a39|0x100cb7b|1|0
0x1008a39|0x100cb6c|1|0
0x1008a39|0x100cb7d|1|0
0x1008a39|0x100cb6d|1|0
0x1008a39|0x100cb81|1|0
0x1008a38|0x100a3df|1|0.75
0x1008a38|0x100a3e0|1|0.75
0x1008a38|0x100f1be|1|0
